SBS1	SBS2	SBS3	SBS5	SBS8	SBS13	SBS17a	SBS17b	SBS18	SBS34	SBS100	SBS30	SBS31	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID10	ID11b	ID12	ID17	ID18	ID19	ID20	ID21	ID22	ID25	INDEL_de_novo_Sig1	Sig1	Sig2	Sig3	Sig4	Sig5	Sig6	Sig7	Sig8	sample	total_sbs_burden	total_indel_burden	total_sv_burden	Sig1_lt_0.5	Sig2_lt_0.5	Sig3_lt_0.5	Sig4_lt_0.5	Sig5_lt_0.5	Sig6_lt_0.5	Sig7_lt_0.5	Sig8_lt_0.5	Sig1_0.5_4.5	Sig2_0.5_4.5	Sig3_0.5_4.5	Sig4_0.5_4.5	Sig5_0.5_4.5	Sig6_0.5_4.5	Sig7_0.5_4.5	Sig8_0.5_4.5	Sig1_gt_4.5	Sig2_gt_4.5	Sig3_gt_4.5	Sig4_gt_4.5	Sig5_gt_4.5	Sig6_gt_4.5	Sig7_gt_4.5	Sig8_gt_4.5	Sig1_3.5_4.5	Sig2_3.5_4.5	Sig3_3.5_4.5	Sig4_3.5_4.5	Sig5_3.5_4.5	Sig6_3.5_4.5	Sig7_3.5_4.5	Sig8_3.5_4.5	Sig1_gt_3.5	Sig2_gt_3.5	Sig3_gt_3.5	Sig4_gt_3.5	Sig5_gt_3.5	Sig6_gt_3.5	Sig7_gt_3.5	Sig8_gt_3.5	total_jcn_lt_0.5_count	total_jcn_0.5_4.5_count	total_jcn_gt_4.5_count	total_jcn_3.5_4.5_count	total_jcn_gt_3.5_count	total_exposure_jcn_lt_0.5	total_exposure_jcn_0.5_4.5	total_exposure_jcn_gt_4.5	total_exposure_jcn_3.5_4.5	total_exposure_jcn_gt_3.5	SBS1_sub	SBS2_sub	SBS3_sub	SBS5_sub	SBS8_sub	SBS13_sub	SBS17a_sub	SBS17b_sub	SBS18_sub	SBS34_sub	SBS51_sub	SBS60_sub	SBS100_sub	total_snvs_sub	wholeGenomeDuplication	purity	ploidy	diploidProportion	polyclonalProportion	RCB_0_or_1	has_detected_subclone	participant	gBRCAm_type
0.0242972408400744	0	0.333772486699071	0	0.0799105876119504	0	0	0	0	0	0.0600792284651884	0	0	0	0.0305799296692713	0	0	0.0654225575581428	0.139419152519947	0.128629984855334	0	0	0	0	0	0	0	0	0	0	0.064607776922938	0.0671493000313004	0.0434431640760876	0.161725744933194	0.102841593125356	0.0344334751783386	0.0797211954955795	0	0	0.0727644445538553	Patient33	13341	1936	846	0.238141831851723	0.352650936629004	0.273498664078198	0	0.0194303824970799	0	0	0.116278184943996	0.0641023243073201	0.314689275683182	0.20235633007427	0.071500276800401	0.153487737730785	0.014801122389652	0.039102236523119	0.139960696491271	0	0.614750102094543	0.121090901643553	0	0.264158996261904	0	0	0	0	0.668588445668812	0	0	0.331411554331188	0	0	0	0	0.634528637243947	0.076709472279111	0	0.288761890476942	0	0	0	43	775	16	9	25	40.1040268734832	785.843168525132	15.3388943638575	8.81270550901158	24.1465233611615	0.0355846976783035	0	0.458596542598843	0.273342969532973	0.1066478853562	0	0	0	0	0	0	0	0.101947720222133	4335	true	0.91	2.92	0.0813	0.1279	0	TRUE	Patient33	1
0.0259381957455583	0.0438178232627668	0.351114122433991	0	0	0.073361240912543	0	0	0	0	0	0	0	0	0	0	0	0.0541465359801617	0.251292452187849	0.0850575285096268	0	0	0	0	0	0	0	0	0	0	0.0472064133122667	0.0404716314185408	0.0380715865624514	0.0457916031263023	0.0171245978700021	0	0.0766293390293057	0	0	0.316033170774034	Patient34	7698	1288	156	0	0.175494805843337	0.077037476368231	0	0.0616767162990535	0	0	0.685791001489379	0.0626767969068689	0.0845901916062687	0.0305515668477564	0	0.148907542186538	0.0749915293709633	0	0.598282373081605	NA	NA	NA	NA	NA	NA	NA	NA	0	0.595673002413629	0	0	0	0	0	0.404326997586371	0	0.595673002413629	0	0	0	0	0	0.404326997586371	8	146	0	2	2	6.70654553555491	152.660985807515	NA	1.97580416805608	1.97580416805608	0	0.06041196980258	0.448068228894026	0.259625716864029	0	0.116733509287887	0	0	0.0415402046425396	0	0	0	0.0586629575402956	1011	true	0.48	2.48	0.0833	0.2226	1	TRUE	Patient34	2
0.0249848226794287	0	0.409580169010803	0	0	0	0	0	0	0	0.0610367285790502	0	0	0	0.0355515917628155	0	0	0	0.162038889437293	0.14918471808104	0	0	0	0	0	0	0	0	0	0	0.0589699147751362	0.0810925669802829	0.0283562020943836	0.0405428066734881	0.224235114578198	0.115831271035616	0	0	0	0.0800905147539498	Patient37	9340	1646	535	0.0253319034776553	0	0.449844731546512	0.178706008178734	0.141092995554107	0	0	0.205024361242992	0.0508564845767161	0.0844817627314302	0.433405363288086	0.226973441861393	0.029017758145533	0	0.0343828598166595	0.140882329580182	0	0	0	0	0.188337700424412	0	0	0.811662299575588	0	0	0.916914076419553	0	0.0813955237353729	0	0.00169039984507415	0	0	0	0.412564341494369	0	0.118590390688864	0	0.0739228821722386	0.394922385644529	38	490	3	2	5	38.2820707605216	501.532168438613	1.97804011106337	1.72196603431209	3.768073688358	0.0398676072479583	0	0.524772730374807	0.229795838192381	0	0	0	0	0.0606624534734435	0	0.0514153230217865	0	0.0815132249551651	3675	true	0.79	1.96	0.122	0.3044	1	TRUE	Patient37	1
0.0234370215140837	0.0426657985007143	0.307874109295735	0	0	0.0881135135625543	0	0	0	0	0.0340154430844649	0	0	0	0	0	0	0	0.143339329885278	0.194906043389685	0	0	0	0	0	0	0	0	0	0	0.0703250267770481	0.068316762676772	0.0697839143817433	0.0360368871892518	0.25339755492209	0.0291610946264039	0.0505602458786066	0	0	0.0745774829126138	Patient43	10682	1228	540	0.30829885835064	0.339895765477668	0	0	0	0.141332026650739	0	0.210473349520953	0.122941851803543	0.0670757448003454	0.504287533259274	0.0597930408357107	0.0882208311611364	0	0.0172637027281421	0.140417295411848	0.205073948811565	0	0.339969250384972	0	0.275357149633032	0	0.0852729186162912	0.0943267325541408	0.169763920890738	0.189573663803926	0.148728257205675	0	0.148328916364242	0	0.343605241735419	0	0.198064480960832	0.0448002025668866	0.297402052376284	0	0.247408173411587	0	0.147073497541247	0.0652515931431632	9	505	23	7	30	10.3801507994106	543.495451352241	20.6294389284459	6.25258093041579	26.7190293866588	0.04680012507746	0.0682406655784746	0.266968079328236	0.427567067854646	0	0.142635781102106	0	0	0	0	0	0	0.0241680188488787	1054	true	0.42	3	0.0101	0.4668	0	TRUE	Patient43	1
0.0219075386206055	0.0283356559486288	0.34776737373923	0	0	0.0200611565842275	0	0	0.0742591462720735	0	0	0	0	0	0	0	0	0	0.265202042204276	0.0905612409719497	0	0	0	0	0	0	0	0	0	0	0.0605205057093061	0.0578652649357483	0.0595714275368225	0.0452060013343998	0	0.0484973331080471	0.111196678033609	0	0	0.233528367020998	Patient44	6367	1030	144	NA	NA	NA	NA	NA	NA	NA	NA	0.100434524132402	0.0937967625092521	0	0.100803406218566	0.231280415394527	0	0	0.473684891745252	0	0	0	0	0	0	0	1	0	0	0	0	0	0.430677240089874	0	0.569322759910126	0	0	0	0	0	0.271705726616013	0	0.728294273383987	NA	140	1	2	3	NA	138.262886857309	1.50586558321062	3.7395085910542	5.03322248367496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	true	0.43	3.25	0.0039	0.5164	0	FALSE	Patient44	2
0.0238776220390937	0	0.415929974654829	0	0	0	0	0	0	0	0.0551574586256147	0	0	0	0	0	0	0.0652999829043732	0.187747166154159	0.135736095793771	0	0	0	0	0	0	0	0	0	0	0.0571324011814215	0.0485206074059914	0.0330453449903979	0.0545098040988229	0.163377547033269	0.104816291589557	0	0	0	0.144672842663363	Patient47	10154	1066	173	NA	NA	NA	NA	NA	NA	NA	NA	0.0648434867153446	0.106791026008244	0.311490878501012	0.197117295626792	0.0284385011828727	0	0.00942900581304795	0.281889806152687	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.62729968126017	0	0	0	0	0.37270031873983	0	0	0.62729968126017	0	0	0	0	0.37270031873983	NA	171	0	3	3	NA	176.586561033763	NA	2.98038000814353	2.98038000814353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	true	0.33	2.7	0.0625	0.4674	1	FALSE	Patient47	1
0.0297482047209837	0.0201553605183549	0.298591673908807	0.10035676008516	0	0.0276663985766132	0	0.01275948280036	0	0	0	0	0	0	0	0	0	0.0470495814551173	0.101522643178598	0.206965445118971	0	0	0	0	0	0	0	0	0	0	0.0531169305237179	0.0855990048586947	0.0804098418713616	0.0268346615377492	0.349700528458883	0	0	0	0	0.0354443097535303	Patient50	4408	507	112	NA	NA	NA	NA	NA	NA	NA	NA	0.154646466033317	0.0515641449400721	0.672109353767301	0.0110257843253085	0	0.0363722608263699	0.0135319591691508	0.0607500309384808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	0	0	0	NA	114.645716688667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	false	0.27	1.96	0.3127	0.1641	0	FALSE	Patient50	1
0.0202014856530879	0	0.221443088636114	0.108576756940069	0.0781260638589897	0.0242538538385929	0	0	0	0	0.0448842988986511	0	0	0	0	0	0	0.0975790846705686	0.111245701856215	0.131873773358451	0	0	0	0	0	0	0	0	0	0	0.0776208306892832	0.069797544516125	0.0948705407089099	0.0250648664611025	0.0757981029617281	0.0552816849803805	0.0422524619948958	0	0.0742934878020226	0.111012944174087	Patient55	10182	942	222	0.753953760766825	0	0	0	0.246046239233175	0	0	0	0.190248364857854	0.0545445471681644	0.165086668562844	0.120844228207991	0.085433034841134	0	0.140164819099693	0.24367833726232	0	0	0	0	0.120485541887089	0	0.879514458112912	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0.120485541887089	0	0.879514458112912	0	3	215	3	0	3	2.83158236631135	195.492252964208	4.80658820219851	NA	4.80658820219851	0.0359624723362117	0	0.341277719990851	0.273983623391197	0.115390243969653	0	0	0	0.089299184384879	0	0	0	0.132724002061051	644	true	0.56	2.92	0.0716	0.2977	0	TRUE	Patient55	1
0.0173996398650789	0	0.258756158740376	0.113539892549903	0.0644736567655149	0	0	0	0	0	0.042036155329658	0	0	0	0	0	0	0	0.161144304013557	0.157573068610968	0	0	0	0	0	0.0544063471166222	0	0	0	0	0.0567712723422399	0.0650538311423264	0.0439813913361124	0.0708864248232679	0.216281497577306	0.0279047214071501	0.0425671746743018	0	0	0.0976619912883101	Patient57	10937	1486	557	0.112489207833873	0.126546364500343	0.430763713299323	0.0789371718140736	0.0466164863615292	0	0.0820254863683641	0.122621569822495	0.0820947015866037	0.141809694987322	0.435708630033375	0.0508599282098814	0.0875811150600134	0	0	0.201945930122804	0	0.437241385381201	0	0.5627586146188	0	0	0	0	0	0.776014025801402	0	0	0.223985974198598	0	0	0	0	0.654124620947451	0	0.218080914674248	0.127794464378301	0	0	0	41	512	2	5	7	46.4250559780641	506.323376589104	2.69150723564836	4.56013067984083	7.20946258881274	0.02373320508746	0	0.499221171291623	0.34886567220193	0	0.0274162410609344	0	0	0	0	0	0	0.0797957308098062	4228	false	0.72	1.78	0.2336	0.2747	0	TRUE	Patient57	1
0.0340341891227746	0	0.268627977478929	0.11546935269341	0	0.0341046635985708	0	0	0	0	0.0450875750993052	0	0	0	0.0528639670463387	0	0	0	0.171620294270347	0.10249167116297	0	0	0	0	0	0	0	0	0	0	0.0702216524866638	0.0904367426262138	0.0308527081505609	0.0316936368797846	0.13635214659917	0.171109327978535	0.0297917283950307	0	0	0.112845802590636	Patient58	7761	1277	362	0.133330118783295	0.146715999268648	0	0.0899928729638561	0.249042655634025	0	0.122371325358311	0.258547027991867	0.0577181673262381	0.0588303053668503	0.280210033180586	0.345838142560555	0.0224829005072581	0	0.0181749319292539	0.216745519129259	0	0.00105348880792576	0.0182743858043246	0.0973888385964153	0.883283286791334	0	0	0	0	0	0	1	0	0	0	0	0	0.000866917107385695	0	0.232745299884947	0.766387783007667	0	0	0	16	336	10	1	11	15.9743252177217	360.123622711769	8.98098978949049	1.51672905294876	10.3186215960435	0.0644332593385492	0	0.467036848058848	0.303749282631118	0	0.0435731695035782	0	0	0	0	0	0	0.0996748862423259	2539	false	0.64	1.92	0.3501	0.1326	0	TRUE	Patient58	1
0.0166958273449949	0.0226425570864326	0.250933371417812	0.120037294386159	0	0.0382285277572115	0	0	0.0449220013652341	0	0	0	0	0	0	0	0	0.0536781397031949	0.188540834245405	0.112357636205769	0	0	0	0	0	0	0	0	0	0	0.0530493283724828	0.0763467666500237	0.0579651988718851	0.0896004833736742	0.136452664107604	0	0.0764920588857373	0	0	0.0991712870404995	Patient64	9113	1465	413	0.135571744976712	0.150767952324339	0.150092884483695	0	0.217492741593162	0	0.256229212033921	0.0898454645881723	0.116405330026835	0.186829555105193	0.291837343302065	0.0264115241842548	0.128818940423201	0	0.0497540018730284	0.199943305085424	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	37	376	0	1	1	39.0770621273134	334.987286972614	NA	0.0578803155109802	0.0578803155109802	0.0280731017639813	0.0416466186781628	0.503139929541782	0.224411569094942	0	0.0587323178836235	0	0	0.106136788739768	0.0207451808726139	0	0	0	5734	false	0.53	2.06	0.3984	0.1913	1	TRUE	Patient64	1
0.0333770992111607	0	0.237203255535229	0.175935673436678	0	0	0	0	0.0455355825188846	0	0	0	0	0.0775992558584724	0.0933815785675496	0	0	0	0.0928163379346857	0.0808586676760351	0	0	0	0	0	0	0	0	0	0	0.048062660565196	0.107061421981781	0.0986685135138083	0.0310254458347292	0.223061467996312	0.0187274021236439	0.036630946433438	0	0	0.0958327995872718	Patient65	7387	1245	207	0.262647309563587	0.0833224002033873	0.195514099160234	0.146889416737748	0.137814202506461	0	0	0.173812571828582	0.09557896951318	0.057121397166138	0.473133590410477	0.0100836964273395	0.0526969172989237	0.131547273408716	0.0176352396684676	0.162202916106758	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	27	164	0	1	1	28.3267614511094	184.72583981177	NA	0.127581883625893	0.127581883625893	0.0639703529606832	0	0.32536051051207	0.446079131835312	0	0	0	0.0292878055625393	0.0781338225817799	0	0	0	0.0461754810566584	4214	false	0.77	1.64	0.2771	0.1822	0	TRUE	Patient65	1
0.0264563168648318	0	0.196564032592004	0.156253981956548	0.0822393156090295	0	0	0	0	0	0.0366293049342846	0	0	0	0.0487081534213648	0	0	0	0.129201514775415	0.128456420751506	0	0	0	0	0	0	0	0	0	0	0.0817383721625526	0.0936162312622394	0.0944446253645668	0.00559894505980074	0.273289086552817	0.0271993878188782	0	0	0	0.0950131215439337	Patient68	8887	1127	320	0.211054153173382	0.0338251766839238	0.601584124193122	0	0	0.0281246245807811	0	0.125411921368792	0.13262356515693	0.00854171782828677	0.552769607624231	0.058526367722015	0.00591843555419832	0	0.0485120609893497	0.193108245124989	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	37	268	0	1	1	34.8574883761203	275.451861484464	NA	1.57917452485318	1.57917452485318	0.0624199418645603	0	0.335623092036073	0.425333108460217	0	0	0	0	0.0898525622432503	0	0	0	0.0533642598391088	3793	false	0.72	1.7	0.24	0.2338	0	TRUE	Patient68	1
